id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
464,64,169939,FALSE,0.634,0.644,11,-3.96,0,0.35,0.0324,0,0.644,0.538,163.628,4,pop
465,88,178146,TRUE,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4,pop
466,38,241932,FALSE,0.823,0.256,10,-17.652,1,0.0549,0.261,6.75e-4,0.06,0.775,97.796,4,jazz
467,71,230185,FALSE,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-6,0.184,0.567,126.966,4,pop
468,0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,jazz
469,0,167693,FALSE,0.755,0.224,4,-11.333,1,0.0483,0.864,0,0.335,0.759,115.581,4,jazz
470,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
471,0,254320,FALSE,0.516,0.172,0,-12.172,1,0.0264,0.767,0,0.113,0.152,78.018,4,rock
472,65,226789,FALSE,0.515,0.691,5,-4.028,0,0.0344,0.624,0,0.121,0.484,169.521,3,pop
473,0,175238,TRUE,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-6,0.371,0.304,128.04,4,pop
474,0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,jazz
475,79,193733,FALSE,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4,rock
476,0,177500,FALSE,0.859,0.489,3,-12.438,1,0.0414,0.127,0.0124,0.143,0.544,119.991,4,jazz
477,71,286440,FALSE,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-6,0.147,0.688,206.247,4,jazz
478,65,99583,FALSE,0.346,0.495,8,-8.276,1,0.0718,0.273,0,0.165,0.33,203.983,4,pop
479,62,267893,FALSE,0.432,0.137,8,-16.853,1,0.0318,0.96,0.906,0.121,0.111,89.117,4,jazz
480,60,166200,FALSE,0.388,0.501,11,-11.296,0,0.0731,0.778,0,0.305,0.532,158.348,4,jazz
481,64,158812,FALSE,0.668,0.334,6,-11.776,1,0.0569,0.612,0,0.231,0.457,109.604,4,pop
482,0,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,pop
483,55,190933,FALSE,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,jazz
484,76,187888,FALSE,0.576,0.679,0,-7.237,1,0.034,0.0311,0,0.323,0.213,121.005,4,rock
485,1,192826,FALSE,0.369,0.421,8,-10.346,1,0.0397,0.61,0,0.195,0.326,71.923,4,jazz
486,46,241500,FALSE,0.453,0.0531,1,-19.956,1,0.0355,0.946,1.61e-4,0.0796,0.354,79.863,4,jazz
487,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
488,55,190122,FALSE,0.561,0.526,6,-10.005,0,0.0258,0.774,0.00605,0.103,0.463,89.996,4,rock
489,1,166440,FALSE,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-6,0.0984,0.0878,75.993,3,jazz
490,0,157386,FALSE,0.511,0.44,5,-9.11,1,0.0308,0.742,1.05e-5,0.328,0.611,103.965,3,jazz
491,63,211290,FALSE,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,4,rock
492,70,213055,FALSE,0.778,0.227,1,-16.191,1,0.0379,0.983,0.14,0.113,0.38,116.033,4,pop
493,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
494,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
495,0,162066,FALSE,0.546,0.15,5,-8.392,1,0.0344,0.815,1.51e-6,0.118,0.44,87.461,5,jazz
496,1,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,pop
497,0,149964,FALSE,0.479,0.319,4,-13.824,0,0.109,0.898,0.00317,0.409,0.339,169.789,4,jazz
498,88,226600,FALSE,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4,pop
499,2,288533,FALSE,0.531,0.864,4,-4.948,0,0.0611,7.53e-4,4.6e-4,0.354,0.485,166.312,4,rock
500,0,91186,FALSE,0.708,0.491,6,-8.596,1,0.0365,0.442,9.88e-6,0.0624,0.657,138.347,4,rock
501,59,123360,FALSE,0.416,0.341,9,-10.749,1,0.0391,0.864,0,0.724,0.776,177.229,4,jazz
502,84,203807,FALSE,0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,4,pop
503,65,140800,FALSE,0.681,0.549,5,-10.269,0,0.399,0.66,0,0.0936,0.549,106.652,5,pop
504,77,213706,FALSE,0.489,0.505,10,-8.022,0,0.117,0.579,3.33e-4,0.104,0.337,163.255,4,rock
505,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
506,80,228133,FALSE,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4,pop
507,0,158373,FALSE,0.543,0.36,7,-9.177,1,0.179,0.727,0,0.228,0.595,149.431,4,jazz
508,0,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,rock
509,0,175400,FALSE,0.383,0.136,2,-16.138,1,0.0396,0.851,0,0.107,0.422,71.126,4,jazz
510,83,299960,FALSE,0.705,0.712,6,-6.156,1,0.0385,0.0102,8.55e-4,0.1,0.62,97.512,4,rock
511,87,172714,FALSE,0.762,0.861,0,-3.296,1,0.0955,0.0185,0,0.264,0.955,120.048,4,pop
512,0,250714,FALSE,0.651,0.771,9,-6.541,0,0.0313,0.00381,1.71e-5,0.238,0.456,112.015,4,pop
513,0,173106,FALSE,0.25,0.168,1,-16.789,0,0.0329,0.822,1.35e-4,0.136,0.141,107.269,3,jazz
514,82,179172,TRUE,0.918,0.585,7,-7.781,1,0.0889,0.0627,0,0.624,0.519,131.966,4,pop
515,67,321240,FALSE,0.532,0.529,0,-8.402,1,0.0352,0.334,1.44e-4,0.078,0.295,81.989,4,pop
516,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
517,1,242096,FALSE,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4,pop
518,66,293176,FALSE,0.363,0.662,1,-5.88,0,0.0377,0.573,0,0.35,0.301,178.213,4,pop
519,0,84973,FALSE,0.387,0.786,11,-4.127,1,0.0436,0.0195,0,0.123,0.462,149.806,3,rock
520,84,198370,FALSE,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-6,0.303,0.543,89.087,3,pop
521,41,145008,FALSE,0.671,0.185,0,-10.555,1,0.0302,0.986,0,0.106,0.353,77.943,3,jazz
522,1,175840,FALSE,0.609,0.247,7,-9.038,1,0.0425,0.961,2.41e-6,0.219,0.485,112.3,4,jazz
523,1,285373,FALSE,0.614,0.724,7,-7.521,1,0.0247,0.217,2.56e-4,0.146,0.902,97.863,4,rock
524,0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-6,0.182,0.73,141.612,4,rock
525,1,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-6,0.052,0.741,133.436,4,jazz
526,46,229536,FALSE,0.661,0.53,7,-10.747,1,0.0974,0.187,0,0.142,0.661,157.523,3,pop
527,60,179640,FALSE,0.442,0.033,10,-23.063,1,0.041,0.922,1.71e-4,0.151,0.21,103.34,3,jazz
528,84,232106,FALSE,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,rock
529,4,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
530,0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,jazz
531,88,298899,TRUE,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,pop
532,0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,5.23e-4,0.0928,0.354,143.912,4,jazz
533,0,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,pop
534,63,158048,TRUE,0.516,0.743,11,-6.107,0,0.282,0.07,0,0.107,0.445,81.335,4,pop
535,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
536,0,228234,FALSE,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz
537,0,228234,FALSE,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz
538,0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,rock
539,85,225280,FALSE,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,rock
540,0,121026,FALSE,0.462,0.209,1,-15.251,1,0.0323,0.9,0,0.0514,0.765,133.988,4,jazz
541,0,193143,FALSE,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,pop
542,0,238653,FALSE,0.321,0.909,11,-4.612,1,0.041,1.62e-5,0.139,0.0442,0.209,109.653,3,rock
543,79,147350,FALSE,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-5,0.344,0.902,80.974,4,rock
544,76,192947,FALSE,0.685,0.699,6,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057,4,rock
545,0,200240,FALSE,0.544,0.291,0,-13.898,1,0.0274,0.714,2.88e-4,0.0963,0.168,75.945,4,rock
546,2,224133,FALSE,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,rock
547,0,206346,FALSE,0.335,0.232,4,-11.042,1,0.0334,0.908,8.89e-6,0.292,0.381,93.391,3,jazz
548,0,205066,FALSE,0.297,0.0915,3,-20.631,1,0.0325,0.94,6.85e-6,0.32,0.201,82.484,1,jazz
549,38,215625,FALSE,0.433,0.276,0,-11.829,1,0.0306,0.649,0.73,0.111,0.0702,127.639,4,jazz
550,0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
551,0,143226,FALSE,0.684,0.491,0,-7.655,1,0.0361,0.71,0,0.144,0.4,117.916,4,rock
552,0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
553,1,270786,FALSE,0.365,0.517,7,-6.635,1,0.0243,0.0622,0,0.265,0.0777,93.862,4,rock
554,69,196043,FALSE,0.444,0.479,5,-5.586,1,0.0436,0.454,0,0.095,0.315,89.892,4,pop
555,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
556,70,232258,FALSE,0.824,0.543,4,-8.667,0,0.209,0.101,0,0.178,0.548,124.018,4,pop
557,93,244360,TRUE,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-5,0.0944,0.131,122.769,4,pop
558,2,229517,FALSE,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock
559,0,167308,FALSE,0.576,0.462,5,-9.962,1,0.0424,0.581,0,0.0884,0.881,119.718,4,jazz
560,0,200240,FALSE,0.544,0.291,0,-13.898,1,0.0274,0.714,2.88e-4,0.0963,0.168,75.945,4,rock
561,1,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,1.97e-4,0.111,0.598,109.991,3,rock
562,1,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,4.97e-4,0.375,0.256,165.187,4,rock
563,0,147413,FALSE,0.492,0.0671,10,-15.671,0,0.0399,0.958,9.68e-4,0.109,0.165,124.908,4,jazz
564,0,333800,TRUE,0.793,0.737,6,-4.731,0,0.0785,0.0765,0,0.0747,0.697,167.969,4,pop
565,0,223040,FALSE,0.725,0.822,9,-10.059,1,0.0402,0.011,0,0.0938,0.581,127.971,4,rock
566,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
567,0,221826,FALSE,0.362,0.265,8,-10.084,1,0.0355,0.94,0,0.107,0.224,76.404,4,rock
568,66,149524,FALSE,0.484,0.948,1,-4.296,0,0.451,0.0473,0,0.0565,0.686,125.645,5,pop
569,75,216133,FALSE,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-6,0.0579,0.545,62.507,4,rock
570,0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
571,0,200773,FALSE,0.648,0.681,2,-8.389,0,0.0379,0.263,0.00761,0.0971,0.766,157.944,4,pop
572,80,183624,FALSE,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,3,pop
573,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
574,73,192106,FALSE,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-5,0.14,0.602,78.001,4,rock
575,45,424029,FALSE,0.657,0.134,0,-13.431,1,0.0357,0.986,0,0.114,0.119,117.838,4,jazz
576,69,253352,FALSE,0.751,0.67,0,-4.587,1,0.267,0.0796,1.8e-4,0.0908,0.766,156.062,4,pop
577,96,184613,TRUE,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-6,0.105,0.31,116.992,4,pop
578,0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
579,0,129306,FALSE,0.413,0.24,9,-15.817,0,0.0354,0.343,0,0.0741,0.339,77.712,4,jazz
580,0,366213,FALSE,0.418,0.116,5,-18.397,1,0.0331,0.966,0.648,0.138,0.0861,74.923,3,jazz
581,84,186173,TRUE,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,pop
582,1,255680,FALSE,0.619,0.504,5,-11.562,1,0.025,0.0614,0,0.06,0.568,84.335,4,rock
583,1,123800,TRUE,0.421,0.986,11,-1.795,0,0.152,0.00482,0,0.295,0.263,105.83,4,rock
584,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
585,66,179657,FALSE,0.721,0.65,0,-6.95,0,0.135,0.0115,1.4e-4,0.34,0.392,130.487,5,pop
586,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
587,0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,1.66e-4,0.199,0.198,90.001,4,jazz
588,0,185680,FALSE,0.414,0.131,4,-12.817,1,0.0347,0.934,7.88e-5,0.11,0.112,143.778,4,jazz
589,2,188040,FALSE,0.689,0.853,1,-3.455,0,0.0286,0.0186,0,0.142,0.937,153.933,4,rock
590,91,200040,FALSE,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-5,0.0897,0.334,171.005,4,pop
591,0,167760,FALSE,0.705,0.562,8,-3.378,0,0.0674,0.257,0,0.137,0.569,163.893,4,pop
592,66,382973,FALSE,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-5,0.0934,0.517,107.103,4,pop
593,1,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,pop
594,1,200037,FALSE,0.437,0.803,10,-4.791,1,0.04,4.46e-5,0.0164,0.107,0.735,147.507,4,rock
595,0,169653,FALSE,0.436,0.319,1,-7.87,1,0.0295,0.802,1.94e-5,0.12,0.255,107.546,3,jazz
596,38,229386,FALSE,0.626,0.402,5,-9.772,0,0.0716,0.675,1.03e-6,0.14,0.557,144.035,4,jazz
597,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
598,66,357357,FALSE,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,3,jazz
599,0,196293,FALSE,0.297,0.182,1,-16.929,1,0.0432,0.82,0,0.0986,0.163,58.201,4,jazz
600,0,125613,FALSE,0.758,0.451,6,-8.001,1,0.0375,0.75,0,0.0503,0.737,122.912,4,jazz
601,82,354320,FALSE,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,4,rock
602,0,178013,FALSE,0.64,0.957,8,-2.336,1,0.0741,0.0432,0,0.0789,0.691,134.99,4,rock
603,0,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,4.97e-4,0.375,0.256,165.187,4,rock
604,71,289942,FALSE,0.546,0.786,4,-9.486,1,0.212,0.349,1.35e-6,0.109,0.434,99.798,3,pop
605,1,286546,FALSE,0.573,0.527,5,-8.726,1,0.0309,0.0854,0.00928,0.216,0.15,103.985,4,rock
606,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
607,64,322506,FALSE,0.773,0.436,4,-10.972,0,0.0321,0.672,0.00678,0.197,0.533,115.917,4,pop
608,80,290400,FALSE,0.429,0.614,4,-6.573,0,0.0709,0.513,3.16e-4,0.0922,0.743,149.966,3,pop
609,67,69741,FALSE,0.471,0.229,4,-11.711,0,0.035,0.88,0.0228,0.257,0.641,80.99,4,pop
610,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
611,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
612,67,118762,FALSE,0.767,0.745,1,-6.144,1,0.0589,0.45,0,0.281,0.448,97.076,4,pop
613,64,341386,FALSE,0.474,0.548,11,-8.614,1,0.331,0.237,0,0.0791,0.676,193.671,4,pop
614,73,201526,FALSE,0.792,0.895,1,-3.112,0,0.0587,0.165,0,0.0501,0.793,94.968,4,pop
615,2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
616,0,237720,FALSE,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-5,0.304,0.493,121.96,4,rock
617,1,214400,FALSE,0.557,0.951,0,-3.003,1,0.033,0.00194,1.72e-4,0.157,0.528,93.97,4,rock
618,0,185813,FALSE,0.859,0.575,6,-6.845,1,0.0798,0.0941,1.8e-4,0.105,0.607,93.007,4,pop
619,66,171627,FALSE,0.722,0.716,8,-4.089,1,0.0696,0.132,1.05e-5,0.0997,0.626,171.96,4,pop
620,69,164666,FALSE,0.678,0.825,3,-4.417,0,0.196,0.0527,0,0.0963,0.631,90.047,4,pop
621,2,202333,FALSE,0.735,0.638,4,-5.67,0,0.139,0.0459,2.38e-5,0.0602,0.669,169.976,4,rock
622,0,211720,FALSE,0.329,0.139,5,-11.934,1,0.0407,0.949,0,0.117,0.183,169.608,5,jazz
623,68,299146,FALSE,0.695,0.293,11,-16.278,0,0.0431,0.596,0.0158,0.132,0.637,143.804,4,pop
624,0,223613,FALSE,0.409,0.57,6,-10.54,0,0.0711,0.687,0,0.173,0.336,128.657,4,pop
625,1,178506,FALSE,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,rock
626,0,195933,FALSE,0.607,0.381,9,-10.821,1,0.0735,0.475,2.35e-5,0.105,0.703,167.423,4,jazz
627,2,284373,FALSE,0.644,0.427,9,-9.196,1,0.0391,0.778,9.51e-5,0.136,0.577,116.042,4,jazz
628,73,285163,FALSE,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-5,0.118,0.486,120.526,4,pop
629,0,182533,FALSE,0.169,0.347,10,-8.785,1,0.0309,0.692,4.32e-4,0.337,0.256,176.118,3,jazz
630,0,180566,FALSE,0.683,0.534,4,-10.348,1,0.189,0.519,0.247,0.148,0.284,150.469,4,pop
631,77,243026,FALSE,0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4,rock
632,0,218390,FALSE,0.492,0.791,11,-5.045,1,0.0703,0.00816,1.87e-5,0.11,0.585,144.363,4,jazz
633,1,159546,FALSE,0.757,0.688,9,-4.546,1,0.112,0.226,0,0.237,0.704,155.994,4,rock
634,40,230320,FALSE,0.683,0.77,6,-6.49,1,0.0246,0.00263,7.03e-6,0.354,0.784,102.732,4,jazz
635,1,285373,FALSE,0.614,0.724,7,-7.521,1,0.0247,0.217,2.56e-4,0.146,0.902,97.863,4,rock
636,0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-6,0.052,0.741,133.436,4,jazz
637,67,235500,FALSE,0.587,0.776,0,-4.892,1,0.0807,0.141,0,0.109,0.606,159.906,4,pop
638,0,197106,FALSE,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,rock
639,78,146250,FALSE,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,rock
640,0,207853,FALSE,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4,pop
642,0,114226,FALSE,0.446,0.245,0,-14.733,1,0.0349,0.905,3.07e-5,0.122,0.458,129.416,4,jazz
643,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
644,64,222396,FALSE,0.294,0.577,6,-5.952,1,0.0298,0.623,0,0.16,0.429,83.171,4,pop
645,0,139625,FALSE,0.757,0.408,2,-10.889,1,0.0373,0.325,0.539,0.104,0.309,115.96,4,jazz
646,0,200360,FALSE,0.541,0.321,5,-14.418,1,0.0329,0.714,0.00345,0.101,0.549,133.537,4,jazz
647,1,344586,FALSE,0.594,0.719,2,-6.212,1,0.0387,0.481,0.0722,0.124,0.494,129.337,4,rock
648,0,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,pop
649,0,212240,FALSE,0.664,0.794,5,-5.503,0,0.038,0.0132,0.0137,0.12,0.933,143.013,4,rock
650,88,172626,TRUE,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,pop
651,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
652,38,300720,FALSE,0.558,0.723,7,-6.363,1,0.0294,0.213,0.00637,0.06,0.7,77.993,4,jazz
653,66,155026,FALSE,0.42,0.398,6,-9.13,0,0.0296,0.755,5.37e-4,0.172,0.364,88.897,3,jazz
654,0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,jazz
655,51,149285,FALSE,0.442,0.14,10,-18.628,1,0.0594,0.922,5.31e-4,0.129,0.314,60.307,4,jazz
656,65,139756,FALSE,0.811,0.757,1,-5.882,0,0.257,0.142,0,0.183,0.958,81.972,4,pop
657,0,245106,FALSE,0.588,0.847,8,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,rock
658,0,168146,FALSE,0.258,0.175,0,-11.903,1,0.0323,0.939,1.56e-4,0.136,0.107,89.072,3,jazz
659,0,158324,FALSE,0.495,0.333,4,-10.109,0,0.0288,0.737,0,0.112,0.37,99.757,4,pop
660,0,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,rock
661,0,194706,FALSE,0.598,0.447,8,-7.932,1,0.0404,0.224,0,0.0704,0.365,123.855,4,jazz
662,0,141600,FALSE,0.508,0.769,2,-5.973,1,0.0326,0.0577,6.1e-6,0.063,0.939,178.95,4,rock
663,55,132000,FALSE,0.674,0.292,5,-13.884,0,0.0833,0.857,0.927,0.108,0.581,80.002,4,jazz
664,0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,jazz
665,70,199029,FALSE,0.779,0.964,10,-2.888,0,0.0995,0.0858,1.46e-5,0.676,0.613,139.241,4,pop
666,1,206173,FALSE,0.564,0.818,8,-6.202,0,0.0661,0.0767,0,0.0402,0.712,103.342,4,rock
667,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
668,0,237720,FALSE,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-5,0.304,0.493,121.96,4,rock
669,0,353723,FALSE,0.364,0.338,2,-9.8,1,0.0294,0.699,1.71e-5,0.101,0.314,77.497,4,jazz
670,76,77142,FALSE,0.464,0.491,7,-7.039,1,0.0392,0.837,1.39e-6,0.111,0.106,76.739,3,pop
671,93,240400,FALSE,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,rock
672,71,216328,FALSE,0.69,0.575,11,-5.763,0,0.124,0.345,0,0.309,0.509,87.967,4,pop
673,72,236898,FALSE,0.531,0.638,11,-5.145,0,0.0809,0.00409,0,0.0822,0.445,164.079,4,rock
674,47,239956,FALSE,0.559,0.781,2,-6.496,1,0.0341,0.629,0.0569,0.112,0.373,119.964,4,rock
675,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
676,0,206696,FALSE,0.741,0.695,1,-5.341,1,0.0454,0.021,0,0.0922,0.861,134.032,4,pop
677,1,223146,FALSE,0.532,0.964,0,-2.559,0,0.0519,0.0477,0,0.359,0.804,122.778,4,rock
678,68,282208,FALSE,0.575,0.577,7,-6.674,1,0.0432,0.451,3.98e-6,0.264,0.157,90.012,4,pop
679,0,132732,FALSE,0.464,0.642,5,-3.656,1,0.032,0.0189,0,0.0957,0.828,151.592,4,pop
680,0,192160,FALSE,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-5,0.138,0.208,73.196,5,jazz
681,71,443773,FALSE,0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,4,jazz
682,75,171040,FALSE,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,4,rock
683,0,366213,FALSE,0.418,0.116,5,-18.397,1,0.0331,0.966,0.648,0.138,0.0861,74.923,3,jazz
684,0,257720,FALSE,0.572,0.835,2,-6.826,1,0.0516,0.337,0,0.082,0.468,150.014,4,pop
685,65,234013,FALSE,0.631,0.684,5,-6.27,0,0.0405,0.0576,0,0.0938,0.528,129.974,4,rock
686,65,223636,FALSE,0.544,0.917,1,-3.403,0,0.259,0.00313,0,0.26,0.686,176.068,4,pop
687,42,193200,FALSE,0.399,0.485,4,-12.516,1,0.0336,0.155,9.41e-5,0.112,0.376,86.074,4,jazz
688,0,212496,TRUE,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,4,pop
689,83,257266,FALSE,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,4,pop
690,66,166391,FALSE,0.802,0.929,7,-2.036,1,0.118,0.608,4.81e-6,0.157,0.828,96.969,4,pop
691,1,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
692,90,230453,TRUE,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-6,0.137,0.486,186.003,4,pop
693,0,160293,FALSE,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-5,0.108,0.265,66.377,4,jazz
694,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
695,0,259798,FALSE,0.457,0.768,9,-7.484,1,0.0316,3.57e-4,0.0098,0.141,0.554,133.788,4,rock
696,0,208004,FALSE,0.784,0.461,4,-9.546,0,0.0314,0.662,5.9e-5,0.107,0.733,102.165,4,rock
